movie_id,title,year,genres,overview,source,status
1586,G.I. Jane (1997),1997,Action|Drama|War,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1587,Conan the Barbarian (1982),1982,Action|Adventure,"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1588,George of the Jungle (1997),1997,Children's|Comedy,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1589,Cop Land (1997),1997,Crime|Drama|Mystery,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1590,Event Horizon (1997),1997,Action|Mystery|Sci-Fi|Thriller,"In the year 2047 a group of astronauts are sent to investigate and salvage the long lost starship ""Event Horizon"". The ship disappeared mysteriously 7 years before on its maiden voyage and with its return comes even more mystery as the crew of the ""Lewis and Clark"" discover the real truth behind its disappearance and something even more terrifying.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1591,Spawn (1997),1997,Action|Adventure|Sci-Fi|Thriller,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1592,Air Bud (1997),1997,Children's|Comedy,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1593,Picture Perfect (1997),1997,Comedy|Romance,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1594,In the Company of Men (1997),1997,Drama,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1595,Free Willy 3: The Rescue (1997),1997,Adventure|Children's|Drama,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1596,Career Girls (1997),1997,Drama,"Two young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1597,Conspiracy Theory (1997),1997,Action|Mystery|Romance|Thriller,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1598,Desperate Measures (1998),1998,Crime|Drama|Thriller,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1599,Steel (1997),1997,Action,"Justice. Safe streets. Payback. Metallurgist John Henry Irons (O'Neal) vows to claim them all when a renegade military reject (Judd Nelson) puts new superweapons in dangerous hands. Helped by an electronics wiz (Annabeth Gish) and an imaginative scrap metal worker (Richard Roundtree), Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...if he can fix the untimely glitches in his untested gear. ""You all be cool now,"" the good-guy hero tells two crime victims he rescues. There'll be a lot of thrillin' before Steel himself can start chillin.'",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1600,She's So Lovely (1997),1997,Drama|Romance,"Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds his wife bruised, he goes ballistic, shoots a paramedic and is put in a psychiatric institution. Ten years later, Eddie is released and finds that Maureen has divorced him and is remarried with three children, one of whom is his little girl Jeanie. Eddie goes to reclaim his wife",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1601,Hoodlum (1997),1997,Crime|Drama|Film-Noir,"In 1934, the second most lucrative business in New York City was running ""the numbers"". When, Madam Queen, the powerful woman who runs the scam in Harlem, is arrested. Ellsworth ""Bumpy"" Johnson takes over the business and must resist against the invasion from merciless mobster Dutch Shultz.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1602,Leave It to Beaver (1997),1997,Comedy,"Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1603,Mimic (1997),1997,Sci-Fi|Thriller,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1604,Money Talks (1997),1997,Action|Comedy,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1605,Excess Baggage (1997),1997,Adventure|Romance,"A rich brat (Alicia Silverstone) fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1606,Kull the Conqueror (1997),1997,Action|Adventure,"A barbarian named Kull becomes ruler after defeating the old king in battle, thus receiving his crown. But direct heirs of the king, trying to topple Kull and regain the throne, bring an old witch queen Akivasha back to life. Their plan backfires, however, as Akivasha plans to have her demon lords rule the kingdom alone. The only thing that can stop her is the breath of the god Volka, and Kull.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1608,Air Force One (1997),1997,Action|Thriller,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1609,187 (1997),1997,Drama,"In 1987, 17-year-old Ricardo (Jean-Carl Boucher) faces the usual teenage problems, such as having a crush on a classmate named Sarah despite already having a girlfriend named Marie-Josée and having a car. With his three friends, he goes to parties and gets drunk. When they fail to enter a bar after graduation, Ricardo opens one for underage teens.",https://www.imdb.com/title/tt2833074/,found
1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander . When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan, convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1611,My Own Private Idaho (1991),1991,Drama,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1612,"Kiss Me, Guido (1997)",1997,Comedy,"When he discovers his girlfriend having sex with his brother, Frankie (Scotti) decides to head to Manhattan, leaving his Bronx pizza shop forever for the fame and fortune of show business. But before stardom, he needs a place to stay. Looking in the personals, he notices GWM. And thinking it ""Guy with Money,"" he heads to the Village and the apartment of gay actor Warren (Barrile), who's in desperate need of this month's rent.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1613,Star Maps (1997),1997,Drama,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1614,In & Out (1997),1997,Comedy,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1615,"Edge, The (1997)",1997,Adventure|Thriller,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1616,"Peacemaker, The (1997)",1997,Action|Thriller|War,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1617,L.A. Confidential (1997),1997,Crime|Film-Noir|Mystery|Thriller,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1619,Seven Years in Tibet (1997),1997,Drama|War,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1620,Kiss the Girls (1997),1997,Crime|Drama|Thriller,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1621,Soul Food (1997),1997,Drama,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings. Michael Beach, Mekhi P",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1622,Kicked in the Head (1997),1997,Comedy|Drama,"Redmond is a young guy who can't find what to do with his life. When his uncle Sam gives him the bag to deliver to some uptown connection he fails to do so and it gets them in trouble with Jack, low-key criminal. After that tough guy Stretch wants Redmond to take part in his illegal beer business, but before Redmond gets involved, the business ends in a bad way. Redmond is also having affair with flight attendant Megan.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1623,Wishmaster (1997),1997,Horror,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1624,"Thousand Acres, A (1997)",1997,Drama,"A THOUSAND ACRES is a drama about an American family who meets with tragedy on their land. It is the story of a father, his daughters, and their husbands, and their passion to subdue the history of their land and its stories.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1625,"Game, The (1997)",1997,Mystery|Thriller,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1626,Fire Down Below (1997),1997,Action|Drama|Thriller,"Martial arts star Steven Seagal stars in this action drama as Jack Taggart, an undercover agent working for the Environmental Protection Agency. When an EPA representative is murdered in a small Appalachian community, Taggart is sent in -- posing as a handyman working with a Christian relief agency -- to find out what happened.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1627,U Turn (1997),1997,Action|Crime|Mystery,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1628,"Locusts, The (1997)",1997,Drama,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1629,"MatchMaker, The (1997)",1997,Comedy|Romance,"Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1630,"Lay of the Land, The (1997)",1997,Comedy|Drama,"A coming-of-age saga set against the tense backdrop of Arab-Israeli politics. Mendy is a young Rabbinical student whose mind is too full of curiosity about the world that exists outside the restrictions of Orthodox Judaism. Recognizing his distraction, Mendy's teacher suggests that he visit a prostitute to get it out of his system. But on a fateful night, when he meets Sacha, a captivating Russian expatriate, who works in a Tel Aviv bordello, his appetite for outside experience only grows stronger.",https://www.themoviedb.org/movie/61545,found
1631,"Assignment, The (1997)",1997,Thriller,"Jack Shaw (DONALD SUTHERLAND) has experienced the terror first-hand. He's a top CIA agent who's tracked international killer-for-hire Carlos ""The Jackal"" Sanchez for over twenty years and barely survived Carlos' devastating bombing of a Parisian cafe. Now, he finally gets a break when he discovers Carlos' dead ringer: American naval officer and dedicated family man Annibal Ramirez (AIDAN QUINN).",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1632,"Smile Like Yours, A (1997)",1997,Comedy|Romance,A comedy about a couple who cannot conceive a baby,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1633,Ulee's Gold (1997),1997,Drama,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1635,"Ice Storm, The (1997)",1997,Drama,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1636,Stag (1997),1997,Action|Thriller,"Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when some of the men accidentally killed one of the strippers, they are left to face the consequences of their action.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1639,Chasing Amy (1997),1997,Drama|Romance,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1640,How to Be a Player (1997),1997,Comedy,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",https://www.themoviedb.org/movie/28353,found
1641,"Full Monty, The (1997)",1997,Comedy,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),1996,Comedy|Drama,"A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",https://www.themoviedb.org/movie/172545,found
1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997,Drama|Romance,"Queen Victoria is deeply depressed after the death of her husband, disappearing from public. Her servant Brown, who adores her, through caress and admiration brings her back to life, but that relationship creates scandalous situation and is likely to lead to monarchy crisis.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1644,I Know What You Did Last Summer (1997),1997,Horror|Mystery|Thriller,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1645,"Devil's Advocate, The (1997)",1997,Crime|Horror|Mystery|Thriller,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1646,Rocket Man (1997),1997,Comedy,"Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.",https://www.themoviedb.org/movie/36797,found
1647,Playing God (1997),1997,Crime|Thriller,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1648,"House of Yes, The (1997)",1997,Comedy|Drama|Thriller,"Jackie-O is anxiously awaiting the visit of her brother home for Thanksgiving, but isn't expecting him to bring a friend. She's even more shocked to learn that this friend is his fiance. It soon becomes clear that Jackie Kennedy's obsession is nothing compared to her obsession with her brother, as it also becomes clear she isn't the only member of the family with problems..",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1649,"Fast, Cheap & Out of Control (1997)",1997,Documentary,"Hilarious, sad, absurd, eerie and beautiful, ""FAST, CHEAP &amp; OUT OF CONTROL"" is a film like no other. Starting as a darkly funny contemplation of the Sisyphus-like nature of human striving, it ultimately becomes a profoundly moving meditation on the very nature of existence.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1650,Washington Square (1997),1997,Drama,"Set in 1870's New York, a spinster heiress is courted by a much younger, penniless man, much to the chagrin of her over-protective father, and must decide whether to spend the rest of her life alone, or marry a man who is interested in her only because of her inheritence.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1651,Telling Lies in America (1997),1997,Drama,"Karchy (Brad Renfro) is a boy in school who has moved from Hungary to America in the 1960's. He is struggling in school and trying to adjust to America's culture. He then hears about a radio DJ Billy Magic (Kevin Bacon) who holds a contest for a Student Hall of Fame every week. When Karchy finally wins after several weeks, he spends more time with Billy Magic...a man with money, girls, and glam. Karchy thinks that by spending time with Magic, he can become ""cool"". He then starts telling lies, to make himself seem greater than he really is. But when his lies begin hurting the people he cares about, he realizes that it isn't worth telling lies if it affects your friends. Afterwards, he learns to accept himself for the person he is, and gives up lying. And as for Billy Magic, it turns out that he pays his price for all the lies that he has told as well.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1652,Year of the Horse (1997),1997,Documentary,"Indie director Jim Jarmusch lenses a low-tech tribute to protean rocker Neil Young and his long-standing band, Crazy Horse. Stitched together from archival material shot in 1976 and 1986 along with candid scenes of Young and the band kicking back between shows, this rockumentary is as ragged as it is direct. Concert performances include renditions of hits such as ""Sedan Delivery"" and ""Like a Hurricane.""",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1653,Gattaca (1997),1997,Drama|Sci-Fi|Thriller,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1654,FairyTale: A True Story (1997),1997,Children's|Drama|Fantasy,"Two children in 1917 take a photograph, believed by some to be the first scientific evidence of the existence of fairies. Based on a true story",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1655,Phantoms (1998),1998,Horror,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1656,Swept from the Sea (1997),1997,Romance,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",https://www.themoviedb.org/movie/1959,found
1657,Wonderland (1997),1997,Documentary,"Welcome to Levittown, New York - America's first cookie-cutter community. From wife-swapping to bomb shelters, to flag burning, Wonderland takes a hilarious and unforgettable look at life in a town where thousands of identical-looking houses were assigned to their residents in alphabetical order.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1658,"Life Less Ordinary, A (1997)",1997,Romance|Thriller,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1659,Hurricane Streets (1998),1998,Drama,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right?",https://www.themoviedb.org/movie/125052,found
1660,Eve's Bayou (1997),1997,Drama,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1661,Switchback (1997),1997,Thriller,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1662,Gang Related (1997),1997,Crime,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1663,Stripes (1981),1981,Comedy,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1664,Nénette et Boni (1996),1996,Drama,"Teenage siblings Nenette and Boni were raised apart as a result of their parents' divorce. Their mother, who doted on her son Boni, has died. He works for an interesting couple as a pizza baker, and is surprised and enraged when his younger sister, having run away from boarding school, suddenly turns up. There's a problem that they must confront.",https://www.themoviedb.org/movie/99002,found
1665,Bean (1997),1997,Comedy,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1666,Hugo Pool (1997),1997,Romance,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1667,Mad City (1997),1997,Action|Drama,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1668,One Night Stand (1997),1997,Drama,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1669,"Tango Lesson, The (1997)",1997,Romance,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1670,Welcome To Sarajevo (1997),1997,Drama|War,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1671,Deceiver (1997),1997,Crime,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
